date,store,item,predicted_sales
2018-03-04,1,7,160.66322
2018-03-05,1,7,128.472
2018-03-06,1,7,140.39136
2018-03-07,1,7,140.58942
2018-03-08,1,7,146.91435
2018-03-09,1,7,151.15746
2018-03-10,1,7,155.94295
2018-03-11,1,7,160.66322
2018-03-12,1,7,128.472
2018-03-13,1,7,140.39136
2018-03-14,1,7,140.58942
2018-03-15,1,7,146.91435
2018-03-16,1,7,151.15746
2018-03-17,1,7,155.94295
2018-03-18,1,7,160.66322
2018-03-19,1,7,128.472
2018-03-20,1,7,140.39136
2018-03-21,1,7,140.58942
2018-03-22,1,7,146.91435
2018-03-23,1,7,151.15746
2018-03-24,1,7,155.94295
2018-03-25,1,7,160.66322
2018-03-26,1,7,128.472
2018-03-27,1,7,140.39136
2018-03-28,1,7,140.58942
2018-03-29,1,7,146.91435
2018-03-30,1,7,151.15746
2018-03-31,1,7,155.94295
2018-01-01,1,8,55.713737
2018-01-02,1,8,95.081795
2018-01-03,1,8,97.3123
2018-01-04,1,8,108.538826
2018-01-05,1,8,113.491776
2018-01-06,1,8,112.85383
2018-01-07,1,8,111.15545
2018-01-08,1,8,112.84047
2018-01-09,1,8,118.33022
2018-01-10,1,8,119.33978
2018-01-11,1,8,131.35378
2018-01-12,1,8,135.56133
2018-01-13,1,8,136.6803
2018-01-14,1,8,137.88927
2018-01-15,1,8,128.7949
2018-01-16,1,8,137.05415
2018-01-17,1,8,137.15202
2018-01-18,1,8,145.04265
2018-01-19,1,8,150.25807
2018-01-20,1,8,153.30986
2018-01-21,1,8,156.41824
2018-01-22,1,8,127.09924
2018-01-23,1,8,138.27351
2018-01-24,1,8,137.28929
2018-01-25,1,8,145.57573
2018-01-26,1,8,150.54205
2018-01-27,1,8,152.62495
2018-01-28,1,8,156.46048
2018-01-29,1,8,125.90099
2018-01-30,1,8,137.70549
2018-01-31,1,8,137.90356
2018-02-01,1,8,144.9043
2018-02-02,1,8,149.42152
2018-02-03,1,8,154.27931
2018-02-04,1,8,159.79588
2018-02-05,1,8,126.89654
2018-02-06,1,8,138.70105
2018-02-07,1,8,138.89911
2018-02-08,1,8,144.9043
2018-02-09,1,8,149.42152
2018-02-10,1,8,154.27931
2018-02-11,1,8,159.79588
2018-02-12,1,8,126.89654
2018-02-13,1,8,138.70105
2018-02-14,1,8,138.89911
2018-02-15,1,8,144.9043
2018-02-16,1,8,149.42152
2018-02-17,1,8,154.27931
2018-02-18,1,8,159.79588
2018-02-19,1,8,126.89654
2018-02-20,1,8,138.70105
2018-02-21,1,8,138.89911
2018-02-22,1,8,144.9043
2018-02-23,1,8,149.42152
2018-02-24,1,8,154.27931
2018-02-25,1,8,159.79588
2018-02-26,1,8,126.89654
2018-02-27,1,8,138.70105
2018-02-28,1,8,138.89911
2018-03-01,1,8,146.91435
2018-03-02,1,8,151.15746
2018-03-03,1,8,155.94295
2018-03-04,1,8,160.66322
2018-03-05,1,8,128.472
2018-03-06,1,8,140.39136
2018-03-07,1,8,140.58942
2018-03-08,1,8,146.91435
2018-03-09,1,8,151.15746
2018-03-10,1,8,155.94295
2018-03-11,1,8,160.66322
2018-03-12,1,8,128.472
2018-03-13,1,8,140.39136
2018-03-14,1,8,140.58942
2018-03-15,1,8,146.91435
2018-03-16,1,8,151.15746
2018-03-17,1,8,155.94295
2018-03-18,1,8,160.66322
2018-03-19,1,8,128.472
2018-03-20,1,8,140.39136
2018-03-21,1,8,140.58942
2018-03-22,1,8,146.91435
2018-03-23,1,8,151.15746
2018-03-24,1,8,155.94295
2018-03-25,1,8,160.66322
2018-03-26,1,8,128.472
2018-03-27,1,8,140.39136
2018-03-28,1,8,140.58942
2018-03-29,1,8,146.91435
2018-03-30,1,8,151.15746
2018-03-31,1,8,155.94295
2018-01-01,1,9,50.48357
2018-01-02,1,9,96.06351
2018-01-03,1,9,98.663414
2018-01-04,1,9,107.75641
2018-01-05,1,9,114.662
2018-01-06,1,9,115.76812
2018-01-07,1,9,118.848114
2018-01-08,1,9,112.122574
2018-01-09,1,9,117.82481
2018-01-10,1,9,119.38142
2018-01-11,1,9,131.02371
2018-01-12,1,9,136.37321
2018-01-13,1,9,136.83589
2018-01-14,1,9,138.44362
2018-01-15,1,9,129.2295
2018-01-16,1,9,136.61568
2018-01-17,1,9,137.08353
2018-01-18,1,9,144.87242
2018-01-19,1,9,150.04575
2018-01-20,1,9,153.1081
2018-01-21,1,9,158.31851
2018-01-22,1,9,129.88237
2018-01-23,1,9,136.57355
2018-01-24,1,9,137.12566
2018-01-25,1,9,144.87242
2018-01-26,1,9,149.59833
2018-01-27,1,9,152.81223
2018-01-28,1,9,156.94354
2018-01-29,1,9,125.868416
2018-01-30,1,9,137.5793
2018-01-31,1,9,137.77737
2018-02-01,1,9,144.8107
2018-02-02,1,9,149.32793
2018-02-03,1,9,154.18571
2018-02-04,1,9,158.93173
2018-02-05,1,9,126.89654
2018-02-06,1,9,138.60745
2018-02-07,1,9,138.80551
2018-02-08,1,9,144.8107
2018-02-09,1,9,149.32793
2018-02-10,1,9,154.18571
2018-02-11,1,9,158.93173
2018-02-12,1,9,126.89654
2018-02-13,1,9,138.60745
2018-02-14,1,9,138.80551
2018-02-15,1,9,144.8107
2018-02-16,1,9,149.32793
2018-02-17,1,9,154.18571
2018-02-18,1,9,158.93173
2018-02-19,1,9,126.89654
2018-02-20,1,9,138.60745
2018-02-21,1,9,138.80551
2018-02-22,1,9,144.8107
2018-02-23,1,9,149.32793
2018-02-24,1,9,154.18571
2018-02-25,1,9,158.93173
2018-02-26,1,9,126.89654
2018-02-27,1,9,138.60745
2018-02-28,1,9,138.80551
2018-03-01,1,9,146.82076
2018-03-02,1,9,151.06386
2018-03-03,1,9,155.84935
2018-03-04,1,9,160.18585
2018-03-05,1,9,128.472
2018-03-06,1,9,140.29776
2018-03-07,1,9,140.49582
2018-03-08,1,9,146.82076
2018-03-09,1,9,151.06386
2018-03-10,1,9,155.84935
2018-03-11,1,9,160.18585
2018-03-12,1,9,128.472
2018-03-13,1,9,140.29776
2018-03-14,1,9,140.49582
2018-03-15,1,9,146.82076
2018-03-16,1,9,151.06386
2018-03-17,1,9,155.84935
2018-03-18,1,9,160.18585
2018-03-19,1,9,128.472
2018-03-20,1,9,140.29776
2018-03-21,1,9,140.49582
2018-03-22,1,9,146.82076
2018-03-23,1,9,151.06386
2018-03-24,1,9,155.84935
2018-03-25,1,9,160.18585
2018-03-26,1,9,128.472
2018-03-27,1,9,140.29776
2018-03-28,1,9,140.49582
2018-03-29,1,9,146.82076
2018-03-30,1,9,151.06386
2018-03-31,1,9,155.84935
2018-01-01,1,10,51.206184
2018-01-02,1,10,95.32654
2018-01-03,1,10,96.49028
2018-01-04,1,10,107.679825
2018-01-05,1,10,116.790855
2018-01-06,1,10,116.55246
2018-01-07,1,10,119.12944
2018-01-08,1,10,113.607216
2018-01-09,1,10,117.74202
2018-01-10,1,10,119.44669
2018-01-11,1,10,132.66006
2018-01-12,1,10,134.94691
2018-01-13,1,10,136.64919
2018-01-14,1,10,138.2085
2018-01-15,1,10,127.90202
2018-01-16,1,10,136.31906
2018-01-17,1,10,136.69177
2018-01-18,1,10,145.86766
2018-01-19,1,10,148.78113
2018-01-20,1,10,154.6023
2018-01-21,1,10,154.89932
2018-01-22,1,10,129.142
2018-01-23,1,10,136.77777
2018-01-24,1,10,138.1245
2018-01-25,1,10,144.89638
2018-01-26,1,10,148.88548
2018-01-27,1,10,152.95909
2018-01-28,1,10,155.39114
2018-01-29,1,10,125.868416
2018-01-30,1,10,137.5793
2018-01-31,1,10,137.77737
2018-02-01,1,10,144.8107
2018-02-02,1,10,149.32793
2018-02-03,1,10,154.18571
2018-02-04,1,10,158.93173
2018-02-05,1,10,126.89654
2018-02-06,1,10,138.60745
2018-02-07,1,10,138.80551
2018-02-08,1,10,144.8107
2018-02-09,1,10,149.32793
2018-02-10,1,10,154.18571
2018-02-11,1,10,158.93173
2018-02-12,1,10,126.89654
2018-02-13,1,10,138.60745
2018-02-14,1,10,138.80551
2018-02-15,1,10,144.8107
2018-02-16,1,10,149.32793
2018-02-17,1,10,154.18571
2018-02-18,1,10,158.93173
2018-02-19,1,10,126.89654
2018-02-20,1,10,138.60745
2018-02-21,1,10,138.80551
2018-02-22,1,10,144.8107
2018-02-23,1,10,149.32793
2018-02-24,1,10,154.18571
2018-02-25,1,10,158.93173
2018-02-26,1,10,126.89654
2018-02-27,1,10,138.60745
2018-02-28,1,10,138.80551
2018-03-01,1,10,146.82076
2018-03-02,1,10,151.06386
2018-03-03,1,10,155.84935
2018-03-04,1,10,160.18585
2018-03-05,1,10,128.472
